Trial	ObjID	LocID	FB	Task	RT	Stim
1	49	3	1	-1	568	4014	
2	63	4	1	-1	584	10019	
3	3	2	1	-1	584	16007	
4	12	1	1	-1	651	21995	
5	67	2	1	-1	584	28000	
6	74	4	1	-1	533	33989	
7	10	1	1	-1	534	39976	
8	47	3	1	-1	567	45982	
9	27	1	1	-2	550	51970	
10	40	3	1	-2	534	57957	
11	23	4	1	-2	684	63962	
12	53	2	1	-2	634	69950	
13	24	1	1	-2	551	75938	
14	20	4	1	-2	534	81943	
15	78	3	1	-2	534	87931	
16	31	2	1	-2	501	93919	
17	51	2	1	-1	1068	99924	
18	13	4	1	-1	551	105912	
19	68	3	1	-1	601	111900	
20	57	1	1	-1	634	117905	
21	4	2	1	-1	568	123893	
22	83	4	1	-1	551	129881	
23	71	3	1	-1	617	135870	
24	56	1	1	-1	534	141874	
25	65	2	1	-2	634	147862	
26	75	1	1	-2	534	153850	
27	16	4	1	-2	601	159855	
28	52	3	1	-2	534	165843	
29	38	4	1	-2	468	171831	
30	9	3	1	-2	701	177836	
31	59	1	1	-2	551	183824	
32	45	2	1	-2	1235	189812	
33	55	4	0	-1	834	195817	
34	86	1	0	-1	584	201805	
35	95	2	0	-1	534	207793	
36	44	3	0	-1	668	213798	
37	1	2	0	-1	584	219786	
38	58	1	0	-1	951	225774	
39	19	3	0	-1	684	231779	
40	64	4	0	-1	968	237767	
41	36	1	1	-2	668	243755	
42	79	4	1	-2	534	249743	
43	62	2	1	-2	534	255748	
44	76	3	1	-2	634	261736	
45	93	3	1	-2	534	267724	
46	73	2	1	-2	568	273729	
47	32	4	1	-2	601	279717	
48	30	1	1	-2	534	285705	
49	54	1	0	-1	634	291710	
50	70	4	0	-1	651	297698	
51	29	2	0	-1	801	303686	
52	7	3	0	-1	734	309691	
53	94	3	0	-1	534	315679	
54	80	2	0	-1	651	321667	
55	11	4	0	-1	567	327672	
56	33	1	0	-1	668	333660	
57	72	4	1	-2	584	339648	
58	15	2	1	-2	534	345653	
59	81	1	1	-2	634	351641	
60	84	3	1	-2	534	357629	
61	8	2	1	-2	533	363635	
62	90	1	1	-2	684	369622	
63	88	3	1	-2	501	375610	
64	42	4	1	-2	568	381598	
65	34	3	0	-1	634	387603	
66	89	2	0	-1	534	393591	
67	41	4	0	-1	735	399579	
68	85	1	0	-1	734	405584	
69	43	3	0	-1	534	411572	
70	87	2	0	-1	584	417560	
71	96	1	0	-1	551	423565	
72	28	4	0	-1	568	429553	
73	46	4	1	-2	534	435541	
74	77	1	1	-2	550	441546	
75	39	3	1	-2	734	447534	
76	21	2	1	-2	501	453522	
77	2	3	1	-2	484	459527	
78	6	4	1	-2	484	465515	
79	22	1	1	-2	601	471503	
80	82	2	1	-2	501	477508	
81	66	2	0	-1	568	483496	
82	91	3	0	-1	534	489484	
83	69	4	0	-1	484	495472	
84	25	1	0	-1	568	501477	
85	14	2	0	-1	534	507465	
86	60	4	0	-1	484	513453	
87	48	3	0	-1	634	519458	
88	18	1	0	-1	501	525446	
89	61	2	1	-2	553	4017	
90	92	4	1	-2	551	10008	
91	17	1	1	-2	634	15996	
92	26	3	1	-2	551	21984	
93	50	3	1	-2	584	27972	
94	5	1	1	-2	634	33960	
95	35	2	1	-2	1500	39948	
Trial	ObjID	LocID	FB	Task	RT	Stim
1	31	2	1	-1	602	4013	
