Trial	ObjID	LocID	FB	Task	RT	Stim
1	60	1	1	-1	1222	4008	
2	52	2	1	-1	1500	10010	
3	14	3	1	-1	847	16020	
4	96	4	1	-1	631	22030	
5	48	1	1	-1	547	28040	
6	3	4	1	-1	614	34050	
7	68	3	1	-1	681	40060	
8	23	2	1	-1	514	46070	
9	43	2	1	-2	531	52080	
10	9	3	1	-2	514	58090	
11	54	4	1	-2	514	64100	
12	13	1	1	-2	614	70110	
13	58	4	1	-2	514	76120	
14	35	3	1	-2	581	82130	
15	59	1	1	-2	514	88140	
16	57	2	1	-2	464	94150	
17	81	3	1	-1	797	100160	
18	33	4	1	-1	414	106170	
19	56	2	1	-1	814	112180	
20	73	1	1	-1	597	118190	
21	49	4	1	-1	830	124200	
22	38	3	1	-1	564	130210	
23	80	2	1	-1	897	136220	
24	29	1	1	-1	1500	142230	
25	44	1	1	-2	797	148240	
26	40	4	1	-2	797	154250	
27	36	3	1	-2	464	160260	
28	15	2	1	-2	264	166270	
29	72	2	1	-2	1500	172280	
30	22	4	1	-2	614	178290	
31	93	1	1	-2	464	184300	
32	86	3	1	-2	1013	190310	
33	8	2	0	-1	564	196320	
34	4	1	0	-1	497	202330	
35	50	3	0	-1	597	208340	
36	10	4	0	-1	514	214350	
37	66	1	0	-1	597	220360	
38	18	4	0	-1	930	226370	
39	31	2	0	-1	747	232380	
40	26	3	0	-1	1096	238390	
41	91	4	1	-2	813	244400	
42	27	2	1	-2	996	250410	
43	71	3	1	-2	530	256420	
44	65	1	1	-2	463	262430	
45	47	1	1	-2	530	268439	
46	90	3	1	-2	497	274449	
47	24	2	1	-2	514	280459	
48	55	4	1	-2	564	286469	
49	21	4	0	-1	514	292479	
50	51	3	0	-1	481	298489	
51	6	1	0	-1	497	304499	
52	75	2	0	-1	681	310509	
53	62	2	0	-1	614	316519	
54	76	4	0	-1	564	322529	
55	92	1	0	-1	1097	328539	
56	42	3	0	-1	164	334549	
57	53	4	1	-2	564	340559	
58	46	3	1	-2	464	346569	
59	30	1	1	-2	1500	352579	
