Trial	ObjID	LocID	FB	Task	RT	Stim
1	19	4	1	-1	593	4018	
2	59	2	1	-1	564	10024	
3	24	3	1	-1	714	16034	
4	71	1	1	-1	748	22043	
5	18	4	1	-1	513	28038	
6	3	2	1	-1	597	34048	
7	38	1	1	-1	613	40057	
8	8	3	1	-1	830	46067	
9	93	3	1	-2	863	52077	
10	68	4	1	-2	914	58087	
11	83	2	1	-2	814	64097	
12	74	1	1	-2	747	70107	
13	72	3	1	-2	1397	76117	
14	21	1	1	-2	1197	82127	
15	33	4	1	-2	930	88137	
16	67	2	1	-2	964	94147	
17	60	1	1	-1	731	100157	
18	7	2	1	-1	1500	106167	
19	32	4	1	-1	714	112177	
20	88	3	1	-1	947	118187	
21	73	3	1	-1	681	124197	
22	6	2	1	-1	914	130207	
23	13	1	1	-1	930	136217	
24	58	4	1	-1	730	142227	
25	26	2	1	-2	747	148237	
26	25	4	1	-2	431	154247	
27	92	3	1	-2	1263	160257	
28	52	1	1	-2	647	166267	
29	27	3	1	-2	847	172277	
30	44	2	1	-2	1047	178287	
31	78	1	1	-2	830	184297	
32	30	4	1	-2	730	190307	
33	50	3	0	-1	664	196317	
34	16	1	0	-1	1030	202327	
35	54	4	0	-1	1046	208337	
36	82	2	0	-1	897	214347	
37	80	3	0	-1	630	220357	
