Trial	ObjID	LocID	FB	Task	RT	Stim
1	74	2	1	-1	808	4011	
2	57	1	1	-1	113	10016	
3	20	3	1	-1	463	16025	
4	15	4	1	-1	795	22034	
5	72	2	1	-1	862	28043	
6	80	1	1	-1	629	34052	
7	14	4	1	-1	612	40061	
8	89	3	1	-1	645	46070	
9	71	4	1	-2	563	52078	
10	60	2	1	-2	529	58087	
11	36	3	1	-2	612	64096	
12	40	1	1	-2	862	70105	
13	76	3	1	-2	629	76114	
14	73	2	1	-2	629	82123	
15	46	1	1	-2	529	88132	
16	82	4	1	-2	462	94140	
17	8	3	1	-1	596	100149	
18	69	4	1	-1	696	106158	
19	88	2	1	-1	629	112167	
20	27	1	1	-1	662	118176	
21	22	3	1	-1	512	124185	
22	7	2	1	-1	595	130194	
23	4	1	1	-1	628	136202	
24	9	4	1	-1	563	142211	
25	83	2	1	-2	596	148220	
26	75	1	1	-2	612	154229	
27	11	4	1	-2	612	160238	
28	10	3	1	-2	595	166247	
29	87	2	1	-2	862	172256	
30	85	1	1	-2	1461	178265	
31	58	4	1	-2	994	184274	
32	91	3	1	-2	662	190282	
33	2	1	0	-1	962	196291	
34	32	2	0	-1	496	202300	
35	13	3	0	-1	562	208309	
36	92	4	0	-1	629	214318	
37	50	3	0	-1	728	220327	
38	44	4	0	-1	628	226336	
39	37	1	0	-1	546	232344	
40	48	2	0	-1	463	238353	
41	45	1	1	-2	596	244362	
42	18	3	1	-2	795	250371	
43	5	4	1	-2	828	256380	
44	35	2	1	-2	795	262389	
45	70	1	1	-2	662	268398	
46	31	3	1	-2	829	274406	
47	52	4	1	-2	646	280415	
