Trial	ObjID	LocID	FB	Task	RT	Stim
1	48	2	1	-1	726	4003	
2	64	1	1	-1	845	10010	
3	65	3	1	-1	612	16020	
4	29	4	1	-1	746	22029	
5	66	4	1	-1	546	28039	
6	7	2	1	-1	429	34049	
7	39	3	1	-1	529	40058	
8	77	1	1	-1	529	46068	
9	41	1	1	-2	512	52078	
10	36	4	1	-2	596	58087	
11	14	2	1	-2	562	64097	
12	52	3	1	-2	629	70106	
13	5	2	1	-2	446	76116	
14	87	4	1	-2	612	82126	
15	11	1	1	-2	495	88136	
16	59	3	1	-2	596	94145	
17	23	3	1	-1	629	100155	
18	4	4	1	-1	595	106164	
19	75	2	1	-1	546	112174	
20	21	1	1	-1	462	118184	
21	89	2	1	-1	513	124193	
22	86	4	1	-1	496	130203	
23	83	3	1	-1	429	136213	
24	40	1	1	-1	412	142223	
25	31	1	1	-2	446	148232	
26	20	3	1	-2	429	154242	
27	6	4	1	-2	496	160251	
28	81	2	1	-2	463	166261	
29	82	4	1	-2	429	172271	
30	37	3	1	-2	463	178280	
31	38	2	1	-2	596	184290	
32	56	1	1	-2	496	190300	
33	28	1	0	-1	512	196310	
34	67	4	0	-1	463	202319	
35	22	3	0	-1	512	208329	
36	73	2	0	-1	696	214338	
