Trial	ObjID	LocID	FB	Task	RT	Stim
1	87	4	1	-1	576	4003	
2	38	1	1	-1	696	10009	
3	41	3	1	-1	545	16019	
4	32	2	1	-1	562	22028	
5	94	3	1	-1	546	28037	
6	77	4	1	-1	496	34047	
7	8	1	1	-1	513	40056	
8	1	2	1	-1	545	46066	
9	56	3	1	-2	528	52076	
10	96	2	1	-2	546	58084	
11	68	4	1	-2	496	64094	
12	88	1	1	-2	546	70103	
13	53	4	1	-2	529	76113	
14	11	1	1	-2	496	82122	
15	50	2	1	-2	495	88132	
16	78	3	1	-2	529	94141	
17	69	4	1	-1	529	100150	
18	86	1	1	-1	612	106160	
19	89	2	1	-1	513	112169	
20	10	3	1	-1	495	118179	
21	7	3	1	-1	446	124188	
22	49	1	1	-1	446	130197	
23	61	2	1	-1	562	136207	
24	24	4	1	-1	596	142216	
25	5	3	1	-2	596	148225	
26	66	4	1	-2	596	154235	
27	16	2	1	-2	496	160244	
28	51	1	1	-2	645	166254	
29	60	2	1	-2	562	172263	
30	93	4	1	-2	495	178273	
31	91	3	1	-2	762	184282	
32	37	1	1	-2	496	190291	
33	65	1	0	-1	462	196301	
34	67	2	0	-1	496	202310	
35	57	4	0	-1	546	208319	
36	39	3	0	-1	546	214329	
37	52	4	0	-1	596	220338	
38	95	1	0	-1	645	226348	
39	6	2	0	-1	562	232357	
40	44	3	0	-1	646	238366	
41	82	1	1	-2	596	244376	
42	48	4	1	-2	546	250385	
