Trial	ObjID	LocID	FB	Task	RT	Stim
1	19	4	1	-1	576	4005	
2	63	1	1	-1	629	10012	
3	45	3	1	-1	512	16022	
4	77	2	1	-1	613	22031	
5	48	2	1	-1	646	28041	
6	88	1	1	-1	795	34051	
7	25	3	1	-1	613	40060	
8	70	4	1	-1	662	46070	
9	27	1	1	-2	595	52080	
10	92	4	1	-2	746	58089	
11	69	2	1	-2	596	64099	
12	52	3	1	-2	745	70108	
13	55	3	1	-2	546	76118	
14	46	1	1	-2	596	82128	
15	16	4	1	-2	462	88138	
16	36	2	1	-2	1162	94147	
17	44	2	1	-1	596	100157	
18	71	4	1	-1	495	106166	
19	33	3	1	-1	596	112176	
20	90	1	1	-1	812	118186	
21	62	4	1	-1	613	124195	
22	31	1	1	-1	513	130205	
23	2	2	1	-1	629	136215	
24	93	3	1	-1	630	142224	
25	24	4	1	-2	563	148234	
26	96	3	1	-2	645	154244	
27	85	2	1	-2	529	160253	
28	68	1	1	-2	546	166263	
29	38	1	1	-2	562	172273	
30	86	3	1	-2	463	178282	
31	42	4	1	-2	546	184292	
32	20	2	1	-2	645	190302	
33	13	3	0	-1	546	196311	
34	72	4	0	-1	895	202321	
35	30	2	0	-1	612	208331	
36	53	1	0	-1	596	214340	
37	81	1	0	-1	562	220350	
38	34	3	0	-1	795	226360	
39	94	2	0	-1	946	232369	
40	6	4	0	-1	696	238379	
41	54	4	1	-2	695	244389	
42	17	3	1	-2	746	250398	
43	29	1	1	-2	845	256408	
44	47	2	1	-2	545	262417	
45	58	4	1	-2	946	268427	
46	84	2	1	-2	529	274437	
47	12	3	1	-2	595	280446	
48	26	1	1	-2	513	286456	
49	14	4	0	-1	462	292466	
